name,description,type,sub_type,attribute,attack,defense,price,volatility,rank,set_id,Unnamed: 0,rarity,set_name,set_release,name_official,index,index_market,join_id,set_release_parsed,Decks
Ace★Spades Speculation,"1 monster with 2500 or more ATK + 1 face-down Defense Position monster with 2500 or less DEFYou can only Special Summon ""Ace★Spades Speculation(s)"" once per turn. You can Tribute 1 Attack Position monster and 1 face-down Defense Position monster; Special Summon this card from your GY. This card gains the following effect based on its battle position.●Attack Position: Gains ATK equal to the highest original ATK among monsters your opponent controls (your choice, if tied).●Defense Position: Cannot be destroyed by battle or card effects.",MONSTER,[Warrior／Fusion／Effect],LIGHT,2500.0,2500.0,,,,['BLTR-EN039'],302,SE Secret Rare,BATTLES OF LEGEND: TERMINAL REVENGE,2024-06-21,Ace★Spades Speculation,19935,554892,BLTR-EN039SE,2024-06-21,['BLTR-EN039 (BATTLES OF LEGEND: TERMINAL REVENGE)']
Achacha Archer,When this card is Normal or Flip Summoned: Inflict 500 damage to your opponent.,MONSTER,[Warrior／Effect],FIRE,1200.0,600.0,,,,"['YS13-EN014', 'SP13-EN004', 'SP13-EN004', 'GENF-EN003']",303,C Common,SUPER STARTER V FOR VICTORY,2013-06-14,Achacha Archer,9620,69043,YS13-EN014C,2013-06-14,"['YS13-EN014 (SUPER STARTER V FOR VICTORY)', 'SP13-EN004 (STAR PACK 2013)', 'SP13-EN004 (GENERATION FORCE)']"
Achacha Chanbara,"During either player's turn, when a card or effect is activated that will inflict damage when it resolves: You can Special Summon this card from your hand, and if you do, inflict 400 damage to your opponent.",MONSTER,[Warrior／Effect],FIRE,1400.0,400.0,,,,['ABYR-EN003'],307,C Common,ABYSS RISING,2012-11-09,Achacha Chanbara,10225,67195,ABYR-EN003C,2012-11-09,['ABYR-EN003 (ABYSS RISING)']
Achichi @Ignister,"If this card is Normal or Special Summoned: You can add 1 Level 4 or lower ""@Ignister"" monster from your Deck to your hand, except ""Achichi @Ignister"". At the start of the Damage Step, when your Cyberse monster battles: You can banish this card from your GY; destroy that monster you control. You can only use each effect of ""Achichi @Ignister"" once per turn.",MONSTER,[Cyberse／Effect],FIRE,800.0,800.0,,,,"['OP28-EN019', 'MP21-EN003', 'IGAS-EN004']",308,C Common,OTS TOURNAMENT PACK 28,2025-06-18,Achichi @Ignister,14813,638118,OP28-EN019C,2025-06-18,"['OP28-EN019 (OTS TOURNAMENT PACK 28)', 'MP21-EN003 (2021 TIN OF ANCIENT BATTLES)', 'IGAS-EN004 (IGNITION ASSAULT)']"
Acorno,"During your Main Phase: You can send 1 ""Pinecono"" from your hand to the Graveyard, and Special Summon this card from the hand.",MONSTER,[Plant／Effect],EARTH,200.0,400.0,,,,['PHSW-EN006'],320,C Common,PHOTON SHOCKWAVE,2011-11-15,Acorno,9724,57266,PHSW-EN006C,2011-11-15,['PHSW-EN006 (PHOTON SHOCKWAVE)']
Acrobat Monkey,An autonomous monkey type robot which was developed with cutting-edge technology. It moves very acrobatically.,MONSTER,[Machine／Normal],EARTH,1000.0,1800.0,,,,"['DCR-EN003', 'DCR-EN003', 'DCR-EN003', 'DCR-EN003', 'YSDS-EN004', 'DR1-EN165', 'DCR-003']",321,C Common,DARK CRISIS (LC01 25th Anniversary Edition),2023-04-21,Acrobat Monkey,5705,487281,DCR-EN003C,2023-04-21,"['DCR-EN003 (DARK CRISIS (LC01 25th Anniversary Edition))', 'DCR-EN003 (DARK CRISIS (Reprint))', 'DCR-EN003 (STARTER DECK SYRUS TRUESDALE)', 'DCR-EN003 (DARK REVELATION Volume 1)', 'YSDS-EN004 (DARK CRISIS)']"
Acrobatic Magician,If the activation of a Spell/Trap Card is negated (except during the Damage Step): You can Special Summon this card from your hand. When this card is destroyed by battle: You can place this card in your Pendulum Zone.,MONSTER,[Spellcaster／Pendulum／Effect],DARK,800.0,2300.0,,,,['TDIL-EN009'],328,R Rare,THE DARK ILLUSION,2016-08-05,Acrobatic Magician,12408,121266,TDIL-EN009R,2016-08-05,['TDIL-EN009 (THE DARK ILLUSION)']
Ad Libitum of Despia,"During your Main Phase: You can make all monsters currently on the field gain ATK equal to their own Level x 100, until the end of the opponent's turn. If this card in your hand or field is used as Fusion Material, and sent to the GY or banished: You can target 1 of your ""Despia"" monsters or Level 8 or higher Fusion Monsters, that is banished or in your GY, except ""Ad Libitum of Despia""; Special Summon it. You can only use each effect of ""Ad Libitum of Despia"" once per turn.",MONSTER,[Fairy／Effect],DARK,1500.0,2000.0,,,,"['MP22-EN192', 'BODE-EN011']",331,C Common,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,Ad Libitum of Despia,16497,285049,MP22-EN192C,2022-09-16,"[""MP22-EN192 (2022 TIN OF THE PHARAOH'S GODS)"", 'BODE-EN011 (BURST OF DESTINY)']"
Adamancipator Analyzer,"If only your opponent controls a monster: You can Special Summon this card from your hand. During your Main Phase: You can excavate the top 5 cards of your Deck, and if you do, you can Special Summon 1 excavated Level 4 or lower non-Tuner Rock monster, also place the rest on the bottom of your Deck in any order. You can only use each effect of ""Adamancipator Analyzer"" once per turn.",MONSTER,[Rock／Tuner／Effect],EARTH,1500.0,700.0,,,,"['MP21-EN226', 'SESL-EN003']",333,SR Super Rare,2021 TIN OF ANCIENT BATTLES,2021-10-01,Adamancipator Analyzer,15099,248935,MP21-EN226SR,2021-10-01,"['MP21-EN226 (2021 TIN OF ANCIENT BATTLES)', 'SESL-EN003 (SECRET SLAYERS)']"
Adamancipator Crystal - Dragite,"If this card is Special Summoned by the effect of an ""Adamancipator"" card: You can draw 1 card. If this card is in your GY: You can target 1 WATER Synchro Monster you control or in your GY; return it to the Extra Deck, and if you do, place this card on top of the Deck. You can only use each effect of ""Adamancipator Crystal - Dragite"" once per turn.",MONSTER,[Rock／Effect],WATER,0.0,2200.0,,,,"['MP21-EN229', 'SESL-EN006']",335,C Common,2021 TIN OF ANCIENT BATTLES,2021-10-01,Adamancipator Crystal - Dragite,15102,248932,MP21-EN229C,2021-10-01,"['MP21-EN229 (2021 TIN OF ANCIENT BATTLES)', 'SESL-EN006 (SECRET SLAYERS)']"
Adamancipator Crystal - Leonite,"If this card is Special Summoned by the effect of an ""Adamancipator"" card: You can place 1 ""Adamancipator"" card from your hand or GY on top of the Deck. If this card is in your GY: You can target 1 FIRE Synchro Monster you control or in your GY; return it to the Extra Deck, and if you do, place this card on top of the Deck. You can only use each effect of ""Adamancipator Crystal - Leonite"" once per turn.",MONSTER,[Rock／Effect],FIRE,0.0,2200.0,,,,"['MP21-EN227', 'SESL-EN004']",337,C Common,2021 TIN OF ANCIENT BATTLES,2021-10-01,Adamancipator Crystal - Leonite,15100,248934,MP21-EN227C,2021-10-01,"['MP21-EN227 (2021 TIN OF ANCIENT BATTLES)', 'SESL-EN004 (SECRET SLAYERS)']"
Adamancipator Crystal - Raptite,"If this card is Special Summoned by the effect of an ""Adamancipator"" card: You can place 1 Rock monster from your hand or GY on top of the Deck. If this card is in your GY: You can target 1 WIND Synchro Monster you control or in your GY; return it to the Extra Deck, and if you do, place this card on top of the Deck. You can only use each effect of ""Adamancipator Crystal - Raptite"" once per turn.",MONSTER,[Rock／Effect],WIND,0.0,2200.0,,,,"['MP21-EN228', 'SESL-EN005']",339,C Common,2021 TIN OF ANCIENT BATTLES,2021-10-01,Adamancipator Crystal - Raptite,15101,248933,MP21-EN228C,2021-10-01,"['MP21-EN228 (2021 TIN OF ANCIENT BATTLES)', 'SESL-EN005 (SECRET SLAYERS)']"
Adamancipator Researcher,"If you control a Rock monster, except ""Adamancipator Researcher"": You can Special Summon this card from your hand. During your Main Phase: You can excavate the top 5 cards of your Deck, and if you do, you can Special Summon 1 excavated Level 4 or lower non-Tuner Rock monster, also place the rest on the bottom of your Deck in any order. You can only use each effect of ""Adamancipator Researcher"" once per turn.",MONSTER,[Rock／Tuner／Effect],EARTH,100.0,2100.0,,,,"['MP21-EN225', 'SESL-EN002']",347,UR Ultra Rare,2021 TIN OF ANCIENT BATTLES,2021-10-01,Adamancipator Researcher,15098,248936,MP21-EN225UR,2021-10-01,"['MP21-EN225 (2021 TIN OF ANCIENT BATTLES)', 'SESL-EN002 (SECRET SLAYERS)']"
Adamancipator Risen - Dragite,"1 Tuner + 1+ non-Tuner monstersDuring your Main Phase: You can excavate the top 5 cards of your Deck, and if you do, you can return cards your opponent controls to the hand, up to the number of excavated Rock monsters, also place the excavated cards on the bottom of your Deck in any order. When your opponent activates a Spell/Trap Card or effect, while a WATER monster is in your GY (Quick Effect): You can negate the activation, and if you do, destroy it. You can only use each effect of ""Adamancipator Risen - Dragite"" once per turn.",MONSTER,[Rock／Synchro／Effect],WATER,3000.0,2200.0,,,,"['OP25-EN019', 'MP21-EN232', 'SESL-EN009']",351,C Common,OTS TOURNAMENT PACK 25,2024-06-12,Adamancipator Risen - Dragite,15105,555097,OP25-EN019C,2024-06-12,"['OP25-EN019 (OTS TOURNAMENT PACK 25)', 'MP21-EN232 (2021 TIN OF ANCIENT BATTLES)', 'SESL-EN009 (SECRET SLAYERS)']"
Adamancipator Risen - Leonite,"1 Tuner + 1+ non-Tuner monstersDuring your Main Phase: You can excavate the top 5 cards of your Deck, and if you do, you can add 1 excavated ""Adamancipator"" card to your hand, also place the rest on the bottom of your Deck in any order. During your opponent's turn, if a FIRE monster is in your GY (Quick Effect): You can target 1 Rock monster in your GY; Special Summon it. You can only use each effect of ""Adamancipator Risen - Leonite"" once per turn.",MONSTER,[Rock／Synchro／Effect],FIRE,2400.0,2200.0,,,,"['MP21-EN230', 'SESL-EN007']",354,UR Ultra Rare,2021 TIN OF ANCIENT BATTLES,2021-10-01,Adamancipator Risen - Leonite,15103,248931,MP21-EN230UR,2021-10-01,"['MP21-EN230 (2021 TIN OF ANCIENT BATTLES)', 'SESL-EN007 (SECRET SLAYERS)']"
Adamancipator Risen - Raptite,"1 Tuner + 1+ non-Tuner monstersDuring your Main Phase: You can excavate the top 5 cards of your Deck, and if you do, you can Special Summon 1 excavated Rock monster in Defense Position, also place the rest on the bottom of your Deck in any order. During your opponent's turn, if a WIND monster is in your GY (Quick Effect): You can target 1 card in your opponent's GY; banish it. You can only use each effect of ""Adamancipator Risen - Raptite"" once per turn.",MONSTER,[Rock／Synchro／Effect],WIND,2200.0,2800.0,,,,"['MP21-EN231', 'SESL-EN008']",356,UR Ultra Rare,2021 TIN OF ANCIENT BATTLES,2021-10-01,Adamancipator Risen - Raptite,15104,248930,MP21-EN231UR,2021-10-01,"['MP21-EN231 (2021 TIN OF ANCIENT BATTLES)', 'SESL-EN008 (SECRET SLAYERS)']"
Adamancipator Seeker,"If you control an ""Adamancipator"" monster, except ""Adamancipator Seeker"": You can Special Summon this card from your hand. During your Main Phase: You can excavate the top 5 cards of your Deck, and if you do, you can Special Summon 1 excavated Level 4 or lower non-Tuner Rock monster, also place the rest on the bottom of your Deck in any order. You can only use each effect of ""Adamancipator Seeker"" once per turn.",MONSTER,[Rock／Tuner／Effect],EARTH,1200.0,1000.0,,,,"['MP21-EN224', 'SESL-EN001']",358,SR Super Rare,2021 TIN OF ANCIENT BATTLES,2021-10-01,Adamancipator Seeker,15097,248937,MP21-EN224SR,2021-10-01,"['MP21-EN224 (2021 TIN OF ANCIENT BATTLES)', 'SESL-EN001 (SECRET SLAYERS)']"
Adhesive Explosive,"Before damage calculation, if this card was attacked by an opponent's monster and was in face-down Defense Position at the start of the Damage Step: Equip this card to the attacking monster. Then, during your opponent's next Standby Phase, destroy the monster this card is equipped to.",MONSTER,[Machine／Effect],WIND,1000.0,1000.0,,,,"['BPW2-EN015', 'DR04-EN131', 'SOI-EN011', 'SOI-EN011']",369,SR Super Rare,BATTLE PACK 2 WAR OF THE GIANTS ROUND 2,2014-01-17,Adhesive Explosive,6589,78871,BPW2-EN015SR,2014-01-17,"['BPW2-EN015 (BATTLE PACK 2 WAR OF THE GIANTS ROUND 2)', 'DR04-EN131 (DARK REVELATION Volume 4)', 'SOI-EN011 (SHADOW OF INFINITY)']"
"Adreus, Keeper of Armageddon",2 Level 5 monstersOnce per turn: You can detach 1 Xyz Material from this card to target 1 face-up card your opponent controls; destroy it.,MONSTER,[Fiend／Xyz／Effect],DARK,2600.0,1700.0,,,,"['BP01-EN030', 'BP01-EN030', 'GENF-EN086']",373,R Rare,BATTLE PACK EPIC DAWN,2012-05-28,"Adreus, Keeper of Armageddon",9846,59154,BP01-EN030R,2012-05-28,"['BP01-EN030 (BATTLE PACK EPIC DAWN)', 'BP01-EN030 (GENERATION FORCE)']"
Adularia of the June Moon,"If you control a face-up card in your Spell & Trap Zone, you can Special Summon this card (from your hand). You can only Special Summon ""Adularia of the June Moon"" once per turn this way. Gains 600 ATK/DEF for each face-up Spell/Trap on the field. You can send 2 face-up cards from your Spell & Trap Zone to the GY; send 1 Level 4 or lower monster from your Deck to the GY. You can only use this effect of ""Adularia of the June Moon"" once per turn.",MONSTER,[Spellcaster／Effect],WATER,1000.0,1000.0,,,,['CYAC-EN095'],376,SR Super Rare,CYBERSTORM ACCESS,2023-05-05,Adularia of the June Moon,17915,493952,CYAC-EN095SR,2023-05-05,['CYAC-EN095 (CYBERSTORM ACCESS)']
Advanced Crystal Beast Amber Mammoth,"If ""Advanced Dark"" is not in a Field Zone, send this monster to the GY. Once per turn, when your opponent activates a card or effect that targets your ""Advanced Crystal Beast"" card(s) or ""Advanced Dark"" (Quick Effect): You can negate the activation. Once per turn, when your ""Advanced Crystal Beast"" monster is targeted for an attack: You can negate that attack. If this face-up card is destroyed in a Monster Zone, you can place it face-up in your Spell & Trap Zone as a Continuous Spell, instead of sending it to the GY.",MONSTER,[Beast／Effect],EARTH,1700.0,1600.0,,,,['BLCR-EN014'],386,SE Secret Rare,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,Advanced Crystal Beast Amber Mammoth,17632,453538,BLCR-EN014SE,2022-11-18,['BLCR-EN014 (BATTLES OF LEGEND: CRYSTAL REVENGE)']
Advanced Crystal Beast Amethyst Cat,"If ""Advanced Dark"" is not in a Field Zone, send this monster to the GY. Your ""Advanced Crystal Beast"" monsters can attack directly, but when they do so using this effect, the battle damage inflicted to your opponent is halved. If this face-up card is destroyed in a Monster Zone, you can place it face-up in your Spell & Trap Zone as a Continuous Spell, instead of sending it to the GY.",MONSTER,[Beast／Effect],EARTH,1200.0,400.0,,,,['BLCR-EN011'],387,SE Secret Rare,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,Advanced Crystal Beast Amethyst Cat,17629,453535,BLCR-EN011SE,2022-11-18,['BLCR-EN011 (BATTLES OF LEGEND: CRYSTAL REVENGE)']
Advanced Crystal Beast Cobalt Eagle,"If ""Advanced Dark"" is not in a Field Zone, send this monster to the GY. You can send this card from your hand or field to the GY; add 1 ""Advanced Dark"" from your Deck to your hand. Once per turn: You can target 1 ""Advanced Crystal Beast"" card you control; return it to the hand or place it on top of the Deck. If this face-up card is destroyed in a Monster Zone, you can place it face-up in your Spell & Trap Zone as a Continuous Spell, instead of sending it to the GY.",MONSTER,[Winged Beast／Effect],WIND,1400.0,800.0,,,,['BLCR-EN015'],388,SE Secret Rare,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,Advanced Crystal Beast Cobalt Eagle,17633,453540,BLCR-EN015SE,2022-11-18,['BLCR-EN015 (BATTLES OF LEGEND: CRYSTAL REVENGE)']
Advanced Crystal Beast Emerald Tortoise,"If ""Advanced Dark"" is not in a Field Zone, send this monster to the GY. Once per turn (Quick Effect): You can target 1 face-up monster on the field; change its battle position. If this face-up card is destroyed in a Monster Zone, you can place it face-up in your Spell & Trap Zone as a Continuous Spell, instead of sending it to the GY.",MONSTER,[Aqua／Effect],WATER,600.0,2000.0,,,,['BLCR-EN012'],389,SE Secret Rare,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,Advanced Crystal Beast Emerald Tortoise,17630,453537,BLCR-EN012SE,2022-11-18,['BLCR-EN012 (BATTLES OF LEGEND: CRYSTAL REVENGE)']
Advanced Crystal Beast Ruby Carbuncle,"If ""Advanced Dark"" is not in a Field Zone, send this monster to the GY. If this face-up card is destroyed in a Monster Zone, you can place it face-up in your Spell & Trap Zone as a Continuous Spell, instead of sending it to the GY. While this card is treated as a Continuous Spell: You can Special Summon this card, then you can Special Summon as many ""Advanced Crystal Beast"" Monster Cards as possible from your Spell & Trap Zones. You can only use this effect of ""Advanced Crystal Beast Ruby Carbuncle"" once per turn.",MONSTER,[Fairy／Effect],LIGHT,300.0,300.0,,,,['BLCR-EN010'],390,SE Secret Rare,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,Advanced Crystal Beast Ruby Carbuncle,17628,453534,BLCR-EN010SE,2022-11-18,['BLCR-EN010 (BATTLES OF LEGEND: CRYSTAL REVENGE)']
Advanced Crystal Beast Sapphire Pegasus,"If ""Advanced Dark"" is not in a Field Zone, send this monster to the GY. If this card is Summoned: You can place 1 of your ""Advanced Crystal Beast"" monsters that is banished, or in your hand, Deck, or GY, face-up in your Spell & Trap Zone as a Continuous Spell. If this face-up card is destroyed in a Monster Zone, you can place it face-up in your Spell & Trap Zone as a Continuous Spell, instead of sending it to the GY.",MONSTER,[Beast／Effect],WIND,1800.0,1200.0,,,,['BLCR-EN016'],391,SE Secret Rare,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,Advanced Crystal Beast Sapphire Pegasus,17634,453539,BLCR-EN016SE,2022-11-18,['BLCR-EN016 (BATTLES OF LEGEND: CRYSTAL REVENGE)']
Advanced Crystal Beast Topaz Tiger,"If ""Advanced Dark"" is not in a Field Zone, send this monster to the GY. All ""Advanced Crystal Beast"" monsters you control gain 400 ATK/DEF, also monsters your opponent controls lose 400 ATK/DEF. If this face-up card is destroyed in a Monster Zone, you can place it face-up in your Spell & Trap Zone as a Continuous Spell, instead of sending it to the GY.",MONSTER,[Beast／Effect],EARTH,1600.0,1000.0,,,,['BLCR-EN013'],392,SE Secret Rare,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,Advanced Crystal Beast Topaz Tiger,17631,453536,BLCR-EN013SE,2022-11-18,['BLCR-EN013 (BATTLES OF LEGEND: CRYSTAL REVENGE)']
Aerial Eater,"2 Fiend monsters with the same AttributeIf this card is Fusion Summoned: You can send 1 Fiend monster from your Deck to the GY. If this card is in your GY: You can banish 2 Level 6 or higher Fiend monsters with the same Attribute as each other from your GY, except ""Aerial Eater""; Special Summon this card. You can only use each effect of ""Aerial Eater"" once per turn.",MONSTER,[Fiend／Fusion／Effect],WIND,2100.0,2600.0,,,,"['MP25-EN234', 'INFO-EN089']",416,UR Ultra Rare,2025 MEGA-PACK TIN,2025-09-05,Aerial Eater,20427,651633,MP25-EN234UR,2025-09-05,"['MP25-EN234 (2025 MEGA-PACK TIN)', 'INFO-EN089 (THE INFINITE FORBIDDEN)']"
Aeropixthree,"Once per turn (Quick Effect): You can target 1 face-up monster your opponent controls in this card's column; move this card you control to another of your Main Monster Zones, and if you do, move that opponent's monster to their Main Monster Zone in this card's column, then place 1 Burnup Counter on it. (Monsters with Burnup Counters lose 200 ATK/DEF for each Burnup Counter on it.)",MONSTER,[Fairy／Tuner／Effect],WIND,200.0,200.0,,,,"['MP22-EN138', 'DAMA-EN031']",420,C Common,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,Aeropixthree,16220,285194,MP22-EN138C,2022-09-16,"[""MP22-EN138 (2022 TIN OF THE PHARAOH'S GODS)"", 'DAMA-EN031 (DAWN OF MAJESTY)']"
