Unnamed: 0,name,description,set_id,rarity,price,volatility,type,sub_type,attribute,rank,attack,defense,set_name,set_release,name_official,index,index_market,join_id,set_release_parsed
76,A Hero Emerges,"When an opponent's monster declares an attack: Your opponent chooses 1 random card from your hand, then if it is a monster that can be Special Summoned, Special Summon it. Otherwise, send it to the GY.",IOC-EN104,C Common,,,TRAP,,,,,,INVASION OF CHAOS,2004-03-01,A Hero Emerges,5915,487256,IOC-EN104C,2004-03-01
77,A Hero Lives,"If you control no face-up monsters: Pay half your LP; Special Summon 1 Level 4 or lower ""Elemental HERO"" monster from your Deck.",RA04-EN087,SR Super Rare,,,SPELL,,,,,,QUARTER CENTURY STAMPEDE,2025-04-11,A Hero Lives,7187,627155,RA04-EN087SR,2025-04-11
78,A Hero Lives,"If you control no face-up monsters: Pay half your LP; Special Summon 1 Level 4 or lower ""Elemental HERO"" monster from your Deck.",RA04-EN087,UR Ultra Rare,,,SPELL,,,,,,QUARTER CENTURY STAMPEDE,2025-04-11,A Hero Lives,7187,627157,RA04-EN087UR,2025-04-11
79,A Hero Lives,"If you control no face-up monsters: Pay half your LP; Special Summon 1 Level 4 or lower ""Elemental HERO"" monster from your Deck.",RA04-EN087,SE Secret Rare,,,SPELL,,,,,,QUARTER CENTURY STAMPEDE,2025-04-11,A Hero Lives,7187,627154,RA04-EN087SE,2025-04-11
80,A Hero Lives,"If you control no face-up monsters: Pay half your LP; Special Summon 1 Level 4 or lower ""Elemental HERO"" monster from your Deck.",RA04-EN087,PS Platinum Secret Rare,,,SPELL,,,,,,QUARTER CENTURY STAMPEDE,2025-04-11,A Hero Lives,7187,627152,RA04-EN087PS,2025-04-11
81,A Hero Lives,"If you control no face-up monsters: Pay half your LP; Special Summon 1 Level 4 or lower ""Elemental HERO"" monster from your Deck.",RA04-EN087,QCSE Quarter Century Secret Rare,,,SPELL,,,,,,QUARTER CENTURY STAMPEDE,2025-04-11,A Hero Lives,7187,627153,RA04-EN087QCSE,2025-04-11
82,A Hero Lives,"If you control no face-up monsters: Pay half your LP; Special Summon 1 Level 4 or lower ""Elemental HERO"" monster from your Deck.",BLC1-EN158,C Common,,,SPELL,,,,,,BATTLES OF LEGEND - CHAPTER 1,2024-02-23,A Hero Lives,7187,538630,BLC1-EN158C,2024-02-23
83,A Hero Lives,"If you control no face-up monsters: Pay half your LP; Special Summon 1 Level 4 or lower ""Elemental HERO"" monster from your Deck.",MAMA-EN081,UR Ultra Rare,,,SPELL,,,,,,MAGNIFICENT MAVENS,2022-11-04,A Hero Lives,7187,451061,MAMA-EN081UR,2022-11-04
84,A Hero Lives,"If you control no face-up monsters: Pay half your LP; Special Summon 1 Level 4 or lower ""Elemental HERO"" monster from your Deck.",SGX2-ENA16,C Common,,,SPELL,,,,,,SPEED DUEL GX: MIDTERM PARADOX,2022-10-10,A Hero Lives,7187,287775,SGX2-ENA16C,2022-10-10
85,A Hero Lives,"If you control no face-up monsters: Pay half your LP; Special Summon 1 Level 4 or lower ""Elemental HERO"" monster from your Deck.",SGX2-ENA16,SE Secret Rare,,,SPELL,,,,,,SPEED DUEL GX: MIDTERM PARADOX,2022-10-10,A Hero Lives,7187,287776,SGX2-ENA16SE,2022-10-10
86,A Hero Lives,"If you control no face-up monsters: Pay half your LP; Special Summon 1 Level 4 or lower ""Elemental HERO"" monster from your Deck.",LDS3-EN112,C Common,,,SPELL,,,,,,LEGENDARY DUELISTS: SEASON 3,2022-07-22,A Hero Lives,7187,276193,LDS3-EN112C,2022-07-22
87,A Hero Lives,"If you control no face-up monsters: Pay half your LP; Special Summon 1 Level 4 or lower ""Elemental HERO"" monster from your Deck.",LED6-EN022,C Common,,,SPELL,,,,,,LEGENDARY DUELISTS: MAGICAL HERO,2020-01-17,A Hero Lives,7187,207003,LED6-EN022C,2020-01-17
88,A Hero Lives,"If you control no face-up monsters: Pay half your LP; Special Summon 1 Level 4 or lower ""Elemental HERO"" monster from your Deck.",SDHS-EN026,C Common,,,SPELL,,,,,,HERO STRIKE STRUCTURE DECK,2015-01-30,A Hero Lives,7187,95855,SDHS-EN026C,2015-01-30
89,A Hero Lives,"If you control no face-up monsters: Pay half your LP; Special Summon 1 Level 4 or lower ""Elemental HERO"" monster from your Deck.",GENF-EN098,UR Ultra Rare,,,SPELL,,,,,,GENERATION FORCE,2011-08-16,A Hero Lives,7187,48117,GENF-EN098UR,2011-08-16
90,A Hero Lives,"If you control no face-up monsters: Pay half your LP; Special Summon 1 Level 4 or lower ""Elemental HERO"" monster from your Deck.",GENF-EN098,UL Ultimate Rare,,,SPELL,,,,,,GENERATION FORCE,2011-08-16,A Hero Lives,7187,58403,GENF-EN098UL,2011-08-16
91,A Legendary Ocean,"(This card is always treated as ""Umi"".)All WATER monsters on the field gain 200 ATK/DEF. Reduce the Level of all WATER monsters in both players' hands and on the field by 1.",SBC1-ENI27,C Common,,,SPELL,Field,,,,,SPEED DUEL: STREETS OF BATTLE CITY,2023-08-25,A Legendary Ocean,5387,512470,SBC1-ENI27C,2023-08-25
92,A Legendary Ocean,"(This card is always treated as ""Umi"".)All WATER monsters on the field gain 200 ATK/DEF. Reduce the Level of all WATER monsters in both players' hands and on the field by 1.",MAMA-EN079,UR Ultra Rare,,,SPELL,Field,,,,,MAGNIFICENT MAVENS,2022-11-04,A Legendary Ocean,5387,451059,MAMA-EN079UR,2022-11-04
93,A Legendary Ocean,"(This card is always treated as ""Umi"".)All WATER monsters on the field gain 200 ATK/DEF. Reduce the Level of all WATER monsters in both players' hands and on the field by 1.",SGX2-ENC13,C Common,,,SPELL,Field,,,,,SPEED DUEL GX: MIDTERM PARADOX,2022-10-10,A Legendary Ocean,5387,287868,SGX2-ENC13C,2022-10-10
94,A Legendary Ocean,"(This card is always treated as ""Umi"".)All WATER monsters on the field gain 200 ATK/DEF. Reduce the Level of all WATER monsters in both players' hands and on the field by 1.",LDS1-EN029,C Common,,,SPELL,Field,,,,,LEGENDARY DUELISTS: SEASON 1,2020-07-03,A Legendary Ocean,5387,217440,LDS1-EN029C,2020-07-03
95,A Legendary Ocean,"(This card is always treated as ""Umi"".)All WATER monsters on the field gain 200 ATK/DEF. Reduce the Level of all WATER monsters in both players' hands and on the field by 1.",LEDU-EN021,C Common,,,SPELL,Field,,,,,LEGENDARY DUELISTS,2017-09-08,A Legendary Ocean,5387,144984,LEDU-EN021C,2017-09-08
96,A Legendary Ocean,"(This card is always treated as ""Umi"".)All WATER monsters on the field gain 200 ATK/DEF. Reduce the Level of all WATER monsters in both players' hands and on the field by 1.",SDRE-EN024,C Common,,,SPELL,Field,,,,,REALM OF THE SEA EMPEROR STRUCTURE DECK,2012-10-16,A Legendary Ocean,5387,67142,SDRE-EN024C,2012-10-16
97,A Legendary Ocean,"(This card is always treated as ""Umi"".)All WATER monsters on the field gain 200 ATK/DEF. Reduce the Level of all WATER monsters in both players' hands and on the field by 1.",RP02-EN062,C Common,,,SPELL,Field,,,,,RETRO PACK 2,2009-07-28,A Legendary Ocean,5387,78233,RP02-EN062C,2009-07-28
98,A Legendary Ocean,"(This card is always treated as ""Umi"".)All WATER monsters on the field gain 200 ATK/DEF. Reduce the Level of all WATER monsters in both players' hands and on the field by 1.",RP02-EN062,C Common,,,SPELL,Field,,,,,RETRO PACK 2,2009-07-28,A Legendary Ocean,5387,649872,RP02-EN062C,2009-07-28
99,A Legendary Ocean,"(This card is always treated as ""Umi"".)All WATER monsters on the field gain 200 ATK/DEF. Reduce the Level of all WATER monsters in both players' hands and on the field by 1.",DB2-EN187,C Common,,,SPELL,Field,,,,,DARK BEGINNING 2,2005-07-27,A Legendary Ocean,5387,24332,DB2-EN187C,2005-07-27
100,A Legendary Ocean,"(This card is always treated as ""Umi"".)All WATER monsters on the field gain 200 ATK/DEF. Reduce the Level of all WATER monsters in both players' hands and on the field by 1.",SD4-EN020,C Common,,,SPELL,Field,,,,,STRUCTURE DECK FURY FROM THE DEEP,2005-05-09,A Legendary Ocean,5387,24165,SD4-EN020C,2005-05-09
101,A Legendary Ocean,"(This card is always treated as ""Umi"".)All WATER monsters on the field gain 200 ATK/DEF. Reduce the Level of all WATER monsters in both players' hands and on the field by 1.",HL1-EN003,C Common,,,SPELL,Field,,,,,HOBBY LEAGUE 1,2004-10-01,A Legendary Ocean,5387,25385,HL1-EN003C,2004-10-01
102,A Legendary Ocean,"(This card is always treated as ""Umi"".)All WATER monsters on the field gain 200 ATK/DEF. Reduce the Level of all WATER monsters in both players' hands and on the field by 1.",LOD-078,C Common,,,SPELL,Field,,,,,LEGACY OF DARKNESS,2003-06-06,A Legendary Ocean,5387,21721,LOD-078C,2003-06-06
103,A Major Upset,Tribute 1 face-up Attack Position Level 2 or lower monster; return all Level 7 or higher Special Summoned monsters to the hand.,STP5-EN032,C Common,,,TRAP,,,,,,SPEED DUEL TOURNAMENT PACK 5,2023-03-08,A Major Upset,8370,487486,STP5-EN032C,2023-03-08
104,A Major Upset,Tribute 1 face-up Attack Position Level 2 or lower monster; return all Level 7 or higher Special Summoned monsters to the hand.,SBSC-EN045,C Common,,,TRAP,,,,,,SPEED DUEL: SCARS OF BATTLE,2019-08-02,A Major Upset,8370,196232,SBSC-EN045C,2019-08-02
105,A Major Upset,Tribute 1 face-up Attack Position Level 2 or lower monster; return all Level 7 or higher Special Summoned monsters to the hand.,ANPR-EN080,C Common,,,TRAP,,,,,,ANCIENT PROPHECY,2009-09-01,A Major Upset,8370,33203,ANPR-EN080C,2009-09-01
106,A Man with Wdjat,"When you Normal Summon this card, and during each of your Standby Phases, select 1 Set card on your opponent's side of the field. Pick it up and look at it, then return it to its original position.",DR1-EN016,C Common,,,MONSTER,[Spellcaster／Effect],DARK,,1600.0,1600.0,DARK REVELATION Volume 1,2005-03-19,A Man with Wdjat,5518,23803,DR1-EN016C,2005-03-19
107,A Man with Wdjat,"When you Normal Summon this card, and during each of your Standby Phases, select 1 Set card on your opponent's side of the field. Pick it up and look at it, then return it to its original position.",PGD-068,C Common,,,MONSTER,[Spellcaster／Effect],DARK,,1600.0,1600.0,PHARAONIC GUARDIAN,2003-07-18,A Man with Wdjat,5518,21722,PGD-068C,2003-07-18
108,A Rival Appears!,Select 1 face-up monster your opponent controls. Special Summon 1 monster from your hand that has the same Level as the selected monster.,DR04-EN054,C Common,,,TRAP,,,,,,DARK REVELATION Volume 4,2007-11-14,A Rival Appears!,6443,80663,DR04-EN054C,2007-11-14
109,A Rival Appears!,Select 1 face-up monster your opponent controls. Special Summon 1 monster from your hand that has the same Level as the selected monster.,CRV-EN054,C Common,,,TRAP,,,,,,CYBERNETIC REVOLUTION,2005-08-06,A Rival Appears!,6443,24456,CRV-EN054C,2005-08-06
110,"A Shattered, Colorless Realm","If ""Vicious Astraloud"" is on the field: Target 1 card on the field; destroy it, then, if the destroyed card's original name was ""Vicious Astraloud"", you can Special Summon 1 of your banished ""Visas Starfrost"", or if it was not, you can make 1 ""Vicious Astraloud"" you control gain 1500 ATK.",MP24-EN353,C Common,,,TRAP,,,,,,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,"A Shattered, Colorless Realm",18537,579827,MP24-EN353C,2024-09-20
111,"A Shattered, Colorless Realm","If ""Vicious Astraloud"" is on the field: Target 1 card on the field; destroy it, then, if the destroyed card's original name was ""Vicious Astraloud"", you can Special Summon 1 of your banished ""Visas Starfrost"", or if it was not, you can make 1 ""Vicious Astraloud"" you control gain 1500 ATK.",CYAC-EN074,C Common,,,TRAP,,,,,,CYBERSTORM ACCESS,2023-05-05,"A Shattered, Colorless Realm",18537,493929,CYAC-EN074C,2023-05-05
112,A Wild Monster Appears!,"If only your opponent controls a monster: Special Summon from your hand, 1 monster with an original Level of 10 or lower that cannot be Normal Summoned/Set, ignoring its Summoning conditions. It is unaffected by the effects of your cards, except for its own effects and this card's, also shuffle it into the Deck during your opponent's next End Phase. For the rest of this turn, you cannot Normal Summon/Set or Special Summon monsters, and your opponent takes no damage.",LED7-EN052,R Rare,,,SPELL,,,,,,LEGENDARY DUELISTS: RAGE OF RA,2020-09-25,A Wild Monster Appears!,11584,222836,LED7-EN052R,2020-09-25
113,A Wild Monster Appears!,"If only your opponent controls a monster: Special Summon from your hand, 1 monster with an original Level of 10 or lower that cannot be Normal Summoned/Set, ignoring its Summoning conditions. It is unaffected by the effects of your cards, except for its own effects and this card's, also shuffle it into the Deck during your opponent's next End Phase. For the rest of this turn, you cannot Normal Summon/Set or Special Summon monsters, and your opponent takes no damage.",MP15-EN234,SE Secret Rare,,,SPELL,,,,,,2015 MEGA-TINS MEGA PACK,2015-09-18,A Wild Monster Appears!,11584,105423,MP15-EN234SE,2015-09-18
114,A Wild Monster Appears!,"If only your opponent controls a monster: Special Summon from your hand, 1 monster with an original Level of 10 or lower that cannot be Normal Summoned/Set, ignoring its Summoning conditions. It is unaffected by the effects of your cards, except for its own effects and this card's, also shuffle it into the Deck during your opponent's next End Phase. For the rest of this turn, you cannot Normal Summon/Set or Special Summon monsters, and your opponent takes no damage.",SECE-EN064,SE Secret Rare,,,SPELL,,,,,,SECRETS OF ETERNITY,2015-01-16,A Wild Monster Appears!,11584,95557,SECE-EN064SE,2015-01-16
115,A Wingbeat of Giant Dragon,"Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.",SR02-EN027,C Common,,,SPELL,,,,,,RISE OF THE TRUE DRAGONS STRUCTURE DECK,2016-07-08,A Wingbeat of Giant Dragon,5343,120315,SR02-EN027C,2016-07-08
116,A Wingbeat of Giant Dragon,"Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.",SDBE-EN023,C Common,,,SPELL,,,,,,SAGA OF BLUE-EYES WHITE DRAGON STRUCTURE DECK,2013-09-13,A Wingbeat of Giant Dragon,5343,71248,SDBE-EN023C,2013-09-13
117,A Wingbeat of Giant Dragon,"Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.",SDBE-EN023,C Common,,,SPELL,,,,,,SAGA OF BLUE-EYES WHITE DRAGON STRUCTURE DECK,2013-09-13,A Wingbeat of Giant Dragon,5343,565322,SDBE-EN023C,2013-09-13
118,A Wingbeat of Giant Dragon,"Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.",SDDC-EN028,C Common,,,SPELL,,,,,,DRAGONS COLLIDE STRUCTURE DECK,2012-02-07,A Wingbeat of Giant Dragon,5343,57928,SDDC-EN028C,2012-02-07
119,A Wingbeat of Giant Dragon,"Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.",SDRL-EN025,C Common,,,SPELL,,,,,,RISE OF THE DRAGON LORDS STRUCTURE DECK,2007-10-24,A Wingbeat of Giant Dragon,5343,26234,SDRL-EN025C,2007-10-24
120,A Wingbeat of Giant Dragon,"Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.",DB2-EN159,C Common,,,SPELL,,,,,,DARK BEGINNING 2,2005-07-27,A Wingbeat of Giant Dragon,5343,24329,DB2-EN159C,2005-07-27
121,A Wingbeat of Giant Dragon,"Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.",LOD-044,C Common,,,SPELL,,,,,,LEGACY OF DARKNESS,2003-06-06,A Wingbeat of Giant Dragon,5343,21723,LOD-044C,2003-06-06
122,A-Assault Core,"Once per turn, you can either: Target 1 LIGHT Machine monster you control; equip this card to that target, OR: Unequip this card and Special Summon it. A monster equipped with this card is unaffected by your opponent's monster effects (except its own), also if the equipped monster would be destroyed by battle or card effect, destroy this card instead. If this card is sent from the field to the GY: You can add 1 other Union monster from your GY to your hand.",LCKC-EN019,SE Secret Rare,,,MONSTER,[Machine／Union／Effect],LIGHT,,1900.0,200.0,LEGENDARY COLLECTION KAIBA MEGA PACK,2018-03-09,A-Assault Core,12582,161945,LCKC-EN019SE,2018-03-09
123,A-Team: Trap Disposal Unit,"This effect can be used during either player's turn. When your opponent activates a Trap Card, Tribute this face-up card to negate the activation of the Trap Card and destroy it.",DR3-EN093,R Rare,,,MONSTER,[Machine／Effect],FIRE,,300.0,400.0,DARK REVELATION Volume 3,2006-11-25,A-Team: Trap Disposal Unit,6202,25888,DR3-EN093R,2006-11-25
124,A-Team: Trap Disposal Unit,"This effect can be used during either player's turn. When your opponent activates a Trap Card, Tribute this face-up card to negate the activation of the Trap Card and destroy it.",RDS-EN033,R Rare,,,MONSTER,[Machine／Effect],FIRE,,300.0,400.0,RISE OF DESTINY,2004-12-01,A-Team: Trap Disposal Unit,6202,23450,RDS-EN033R,2004-12-01
125,A-Team: Trap Disposal Unit,"This effect can be used during either player's turn. When your opponent activates a Trap Card, Tribute this face-up card to negate the activation of the Trap Card and destroy it.",RDS-EN033,UL Ultimate Rare,,,MONSTER,[Machine／Effect],FIRE,,300.0,400.0,RISE OF DESTINY,2004-12-01,A-Team: Trap Disposal Unit,6202,58798,RDS-EN033UL,2004-12-01
