set_id,set_name,set_release,join_id,card_set_id
LCJW-EN274,LEGENDARY COLLECTION 4 JOEY'S WORLD MEGA PACK,2013-10-11,LCJW-EN274C,313
DR1-EN105,DARK REVELATION Volume 1,2005-03-19,DR1-EN105C,314
MFC-050,MAGICIAN'S FORCE,2003-10-10,MFC-050C,315
BPW2-EN015,BATTLE PACK 2 WAR OF THE GIANTS ROUND 2,2014-01-17,BPW2-EN015SR,316
DR04-EN131,DARK REVELATION Volume 4,2007-11-14,DR04-EN131C,317
SOI-EN011,SHADOW OF INFINITY,2006-02-18,SOI-EN011R,318
BP01-EN030,BATTLE PACK EPIC DAWN,2012-05-28,BP01-EN030R,319
GENF-EN086,GENERATION FORCE,2011-08-16,GENF-EN086SE,320
CYAC-EN095,CYBERSTORM ACCESS,2023-05-05,CYAC-EN095SR,321
VASM-EN057,VALIANT SMASHERS,2023-11-17,VASM-EN057R,322
DESO-EN056,DESTINY SOLDIERS,2016-11-18,DESO-EN056SR,323
LC5D-EN047,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN047UR,324
DPCT-ENY06,DUELIST PACK COLLECTION TIN 2010 PROMO PACK,2010-03-05,DPCT-ENY06SR,325
DP09-EN021,DUELIST PACK - YUSEI 2 -,2010-01-26,DP09-EN021C,326
ANPR-EN047,ANCIENT PROPHECY,2009-09-01,ANPR-EN047C,327
ABPF-EN048,ABSOLUTE POWERFORCE,2010-02-16,ABPF-EN048C,328
OP01-EN027,OTS TOURNAMENT PACK 1,2016-03-18,OP01-EN027C,329
REDU-EN088,RETURN OF THE DUELIST,2012-08-28,REDU-EN088SE,330
BLCR-EN014,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,BLCR-EN014SE,331
BLCR-EN011,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,BLCR-EN011SE,332
BLCR-EN015,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,BLCR-EN015SE,333
BLCR-EN012,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,BLCR-EN012SE,334
BLCR-EN010,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,BLCR-EN010SE,335
BLCR-EN016,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,BLCR-EN016SE,336
BLCR-EN013,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,BLCR-EN013SE,337
BLCR-EN054,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,BLCR-EN054UR,338
SDCB-EN028,STRUCTURE DECK: LEGEND OF THE CRYSTAL BEASTS,2022-09-30,SDCB-EN028C,339
SGX1-ENI20,SPEED DUEL GX: DUEL ACADEMY BOX,2022-03-18,SGX1-ENI20C,340
LDS1-EN109,LEGENDARY DUELISTS: SEASON 1,2020-07-03,LDS1-EN109C,341
SHVA-EN056,SHADOWS IN VALHALLA,2018-08-17,SHVA-EN056SR,342
REDU-EN094,RETURN OF THE DUELIST,2012-08-28,REDU-EN094SE,343
BLMM-EN161,BATTLES OF LEGEND: MONSTER MAYHEM (Americas only),2025-06-13,BLMM-EN161UR,344
ABYR-EN055,ABYSS RISING,2012-11-09,ABYR-EN055R,345
GFP2-EN153,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN153UR,346
STP3-EN026,SPEED DUEL TOURNAMENT PACK 3,2022-03-10,STP3-EN026C,347
SS04-ENV01,SPEED DUEL STARTER DECKS: MATCH OF THE MILLENNIUM,2020-05-15,SS04-ENV01UR,348
PGL2-EN050,PREMIUM GOLD: RETURN OF THE BLING,2015-03-20,PGL2-EN050GR,349
THSF-EN052,THE SECRET FORCES,2015-02-13,THSF-EN052SR,350
AP05-EN010,ASTRAL PACK FIVE,2014-07-25,AP05-EN010SR,351
TU04-EN009,TURBO PACK BOOSTER FOUR,2010-11-19,TU04-EN009R,352
STON-EN045,STRIKE OF NEOS,2007-02-28,STON-EN045C,353
MP16-EN213,2016 MEGA-TINS MEGA PACK,2016-09-02,MP16-EN213C,354
BOSH-EN055,BREAKERS OF SHADOW,2016-01-15,BOSH-EN055C,355
SGX3-ENG17,SPEED DUEL GX: DUELISTS OF SHADOWS,2023-03-31,SGX3-ENG17C,356
GLD3-EN050,GOLD SERIES 3,2010-06-23,GLD3-EN050C,357
STON-EN068,STRIKE OF NEOS,2007-02-28,STON-EN068SE,358
SDRE-EN033,REALM OF THE SEA EMPEROR STRUCTURE DECK,2012-10-16,SDRE-EN033C,359
ANPR-EN076,ANCIENT PROPHECY,2009-09-01,ANPR-EN076C,360
MP25-EN234,2025 MEGA-PACK TIN,2025-09-05,MP25-EN234UR,361
INFO-EN089,THE INFINITE FORBIDDEN,2024-07-19,INFO-EN089C,362
MP14-EN048,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN048C,363
LTGY-EN073,LORD OF THE TACHYON GALAXY,2013-05-17,LTGY-EN073C,364
MP22-EN138,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN138C,365
DAMA-EN031,DAWN OF MAJESTY,2021-08-13,DAMA-EN031C,366
DEM3-EN008,DEMO DECK 2016 (UK),2016-01-14,DEM3-EN008C,367
YS14-EN011,SUPER STARTER SPACE-TIME SHOWDOWN,2014-07-11,YS14-EN011C,368
CT13-EN011,2016 MEGA-TINS,2016-09-02,CT13-EN011SR,369
CBLZ-EN066,COSMO BLAZER,2013-01-25,CBLZ-EN066C,370
DB2-EN195,DARK BEGINNING 2,2005-07-27,DB2-EN195C,371
LOD-086,LEGACY OF DARKNESS,2003-06-06,LOD-086R,372
BLAR-EN017,BATTLES OF LEGEND: ARMAGEDDON,2020-07-24,BLAR-EN017UR,373
DP11-EN018,DUELIST PACK - CROW -,2011-05-31,DP11-EN018C,374
RGBT-EN050,RAGING BATTLE,2009-05-12,RGBT-EN050R,375
MP19-EN191,2019 GOLD SARCOPHAGUS TIN MEGA PACK,2019-08-30,MP19-EN191C,376
SOFU-EN048,SOUL FUSION,2018-10-19,SOFU-EN048C,377
MP25-EN318,2025 MEGA-PACK TIN,2025-09-05,MP25-EN318C,378
PHNI-EN059,PHANTOM NIGHTMARE,2024-02-09,PHNI-EN059C,379
SBC2-ENF03,SPEED DUEL: BATTLE CITY FINALS,2024-12-13,SBC2-ENF03C,380
DCR-EN080,DARK CRISIS (LC01 25th Anniversary Edition),2023-04-21,DCR-EN080C,381
DR1-EN242,DARK REVELATION Volume 1,2005-03-19,DR1-EN242C,382
DCR-080,DARK CRISIS,2003-12-01,DCR-080C,383
MAMA-EN028,MAGNIFICENT MAVENS,2022-11-04,MAMA-EN028UR,384
MP24-EN218,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN218UR,385
DUNE-EN027,DUELIST NEXUS,2023-07-28,DUNE-EN027C,386
EGS1-EN016,EGYPTIAN GOD DECK: SLIFER THE SKY DRAGON,2021-06-18,EGS1-EN016C,387
SR06-EN002,STRUCTURE DECK : LAIR OF DARKNESS,2018-04-20,SR06-EN002SR,388
MAMA-EN002,MAGNIFICENT MAVENS,2022-11-04,MAMA-EN002UR,389
SP13-EN016,STAR PACK 2013,2013-03-01,SP13-EN016C,390
ORCS-EN014,ORDER OF CHAOS,2012-01-24,ORCS-EN014C,391
MP18-EN071,2018 MEGA-TINS MEGA PACK,2018-08-31,MP18-EN071C,392
SP18-EN042,STAR PACK: VRAINS,2018-03-30,SP18-EN042C,393
COTD-EN055,CODE OF THE DUELIST,2017-08-04,COTD-EN055C,394
SBC2-ENF08,SPEED DUEL: BATTLE CITY FINALS,2024-12-13,SBC2-ENF08C,395
SBC1-ENF04,SPEED DUEL: STREETS OF BATTLE CITY,2023-08-25,SBC1-ENF04C,396
SBCB-EN132,Speed Duel: Battle City Box,2020-11-26,SBCB-EN132C,397
SR05-EN005,STRUCTURE DECK WAVE OF LIGHT,2018-01-19,SR05-EN005C,398
BP02-EN016,BATTLE PACK 2 WAR OF THE GIANTS,2013-06-28,BP02-EN016R,399
BP01-EN124,BATTLE PACK EPIC DAWN,2012-05-28,BP01-EN124C,400
SDLS-EN017,LOST SANCTUARY STRUCTURE DECK,2011-06-14,SDLS-EN017C,401
RP02-EN058,RETRO PACK 2,2009-07-28,RP02-EN058R,402
DB2-EN173,DARK BEGINNING 2,2005-07-27,DB2-EN173SR,403
TP6-EN007,TOURNAMENT PACK 6,2005-06-01,TP6-EN007R,404
LOD-062,LEGACY OF DARKNESS,2003-06-06,LOD-062UR,405
SBC1-ENC02,SPEED DUEL: STREETS OF BATTLE CITY,2023-08-25,SBC1-ENC02C,406
BP03-EN087,BATTLE PACK 3 MONSTER LEAGUE,2014-08-01,BP03-EN087C,407
GENF-EN021,GENERATION FORCE,2011-08-16,GENF-EN021R,408
DR1-EN111,DARK REVELATION Volume 1,2005-03-19,DR1-EN111C,409
MFC-056,MAGICIAN'S FORCE,2003-10-10,MFC-056C,410
GEIM-EN005,GENESIS IMPACT,2020-12-03,GEIM-EN005SR,411
MP25-EN370,2025 MEGA-PACK TIN,2025-09-05,MP25-EN370C,412
LEDE-EN088,LEGACY OF DESTRUCTION,2024-04-26,LEDE-EN088C,413
SHVA-EN052,SHADOWS IN VALHALLA,2018-08-17,SHVA-EN052SR,414
CIBR-EN051,CIRCUIT BREAK,2017-10-20,CIBR-EN051SE,415
TSHD-EN085,THE SHINING DARKNESS,2010-05-11,TSHD-EN085R,416
MP16-EN204,2016 MEGA-TINS MEGA PACK,2016-09-02,MP16-EN204C,417
BOSH-EN037,BREAKERS OF SHADOW,2016-01-15,BOSH-EN037C,418
BLMM-EN011,BATTLES OF LEGEND: MONSTER MAYHEM (Americas only),2025-06-13,BLMM-EN011SE,419
MP23-EN080,25TH ANNIVERSARY TIN: DUELING HEROES MEGA PACK,2023-09-08,MP23-EN080UR,420
DIFO-EN035,DIMENSION FORCE,2022-05-20,DIFO-EN035SE,421
MP23-EN122,25TH ANNIVERSARY TIN: DUELING HEROES MEGA PACK,2023-09-08,MP23-EN122PSE,422
POTE-EN011,POWER OF THE ELEMENTS,2022-08-05,POTE-EN011SR,423
MP22-EN076,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN076PSE,424
SDAZ-EN046,STRUCTURE DECK: ALBAZ STRIKE,2022-04-15,SDAZ-EN046C,425
LIOV-EN033,LIGHTNING OVERDRIVE,2021-06-04,LIOV-EN033UR,426
MP24-EN082,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN082PSE,427
CYAC-EN035,CYBERSTORM ACCESS,2023-05-05,CYAC-EN035SE,428
MP22-EN125,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN125C,429
SDAZ-EN005,STRUCTURE DECK: ALBAZ STRIKE,2022-04-15,SDAZ-EN005C,430
DAMA-EN008,DAWN OF MAJESTY,2021-08-13,DAMA-EN008SR,431
REDU-EN047,RETURN OF THE DUELIST,2012-08-28,REDU-EN047SR,432
SBC1-ENA03,SPEED DUEL: STREETS OF BATTLE CITY,2023-08-25,SBC1-ENA03C,433
ABPF-EN082,ABSOLUTE POWERFORCE,2010-02-16,ABPF-EN082UR,434
PTDN-EN068,PHANTOM DARKNESS,2008-02-13,PTDN-EN068C,435
BP01-EN153,BATTLE PACK EPIC DAWN,2012-05-28,BP01-EN153C,436
TU06-EN011,TURBO PACK BOOSTER SIX,2011-08-04,TU06-EN011R,437
YR05-EN001,Yu-Gi-Oh! R volume 5 Promotional Card,2010-06-01,YR05-EN001UR,438
ANGU-EN006,ANCIENT　GUARDIANS,2021-05-07,ANGU-EN006SR,439
RA04-EN024,QUARTER CENTURY STAMPEDE,2025-04-11,RA04-EN024SR,440
RA04-EN278,QUARTER CENTURY STAMPEDE,2025-04-11,RA04-EN278PS,441
MAGO-EN016,Gold Series: Maximum Gold,2020-11-13,MAGO-EN016PGR,442
SHVA-EN040,SHADOWS IN VALHALLA,2018-08-17,SHVA-EN040SE,443
FUEN-EN026,FUSION ENFORCERS,2017-02-24,FUEN-EN026SR,444
GEIM-EN053,GENESIS IMPACT,2020-12-03,GEIM-EN053UR,445
SHVA-EN020,SHADOWS IN VALHALLA,2018-08-17,SHVA-EN020SE,446
MZMI-EN083,MAZE OF MILLENNIA,2024-01-19,MZMI-EN083R,447
AMDE-EN010,AMAZING DEFENDERS,2023-01-20,AMDE-EN010UR,448
LDK2-ENK12,LEGENDARY DECKS II,2016-10-07,LDK2-ENK12C,449
YS15-ENF01,STARTER DECK SABER FORCE (US),2015-05-29,YS15-ENF01C,450
SDLI-EN001,REALM OF LIGHT STRUCTURE DECK,2014-06-27,SDLI-EN001C,451
YSKR-EN011,STARTER DECK KAIBA RELOADED,2013-12-06,YSKR-EN011C,452
SDBE-EN003,SAGA OF BLUE-EYES WHITE DRAGON STRUCTURE DECK,2013-09-13,SDBE-EN003C,453
BP02-EN004,BATTLE PACK 2 WAR OF THE GIANTS,2013-06-28,BP02-EN004C,454
YS12-EN001,STARTER DECK XYZ SYMPHONY,2012-04-17,YS12-EN001C,455
PHSW-EN000,PHOTON SHOCKWAVE,2011-11-15,PHSW-EN000SR,456
PHSW-ENSP1,PHOTON SHOCKWAVE Sneak Peek,2011-11-06,PHSW-ENSP1UR,457
DIFO-EN014,DIMENSION FORCE,2022-05-20,DIFO-EN014C,458
BACH-EN028,BATTLE OF CHAOS,2022-02-11,BACH-EN028SR,459
PGL3-EN047,PREMIUM GOLD: INFINITE GOLD,2016-03-18,PGL3-EN047GR,460
NECH-EN083,THE NEW CHALLENGERS,2014-11-07,NECH-EN083R,461
GFP2-EN100,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN100UR,462
CRMS-EN039,CRIMSON CRISIS,2009-03-03,CRMS-EN039R,463
OP16-EN021,OTS TOURNAMENT PACK 16,2021-06-10,OP16-EN021C,464
BP03-EN215,BATTLE PACK 3 MONSTER LEAGUE,2014-08-01,BP03-EN215C,465
ABPF-EN075,ABSOLUTE POWERFORCE,2010-02-16,ABPF-EN075C,466
RGBT-EN033,RAGING BATTLE,2009-05-12,RGBT-EN033C,467
POTD-EN024,POWER OF THE DUELIST,2006-08-16,POTD-EN024C,468
POTD-EN026,POWER OF THE DUELIST,2006-08-16,POTD-EN026C,469
GLAS-EN035,GLADIATOR'S ASSAULT,2007-11-14,GLAS-EN035C,470
CDIP-EN033,CYBERDARK IMPACT,2006-11-15,CDIP-EN033C,471
CRMS-EN084,CRIMSON CRISIS,2009-03-03,CRMS-EN084SR,472
CDIP-EN034,CYBERDARK IMPACT,2006-11-15,CDIP-EN034C,473
CP08-EN017,CHAMPION PACK GAME EIGHT,2009-01-05,CP08-EN017C,474
POTD-EN028,POWER OF THE DUELIST,2006-08-16,POTD-EN028R,475
CRMS-EN038,CRIMSON CRISIS,2009-03-03,CRMS-EN038R,476
STON-EN031,STRIKE OF NEOS,2007-02-28,STON-EN031C,477
TAEV-EN001,TACTICAL EVOLUTION,2007-08-15,TAEV-EN001C,478
DUOV-EN003,DUEL OVERLOAD,2020-03-20,DUOV-EN003UR,479
POTD-EN025,POWER OF THE DUELIST,2006-08-16,POTD-EN025C,480
DAMA-EN021,DAWN OF MAJESTY,2021-08-13,DAMA-EN021C,481
GLAS-EN034,GLADIATOR'S ASSAULT,2007-11-14,GLAS-EN034R,482
CP08-EN016,CHAMPION PACK GAME EIGHT,2009-01-05,CP08-EN016C,483
POTD-EN027,POWER OF THE DUELIST,2006-08-16,POTD-EN027R,484
SS03-ENB07,SPEED DUEL STARTER DECKS: ULTIMATE PREDATORS,2019-08-02,SS03-ENB07C,485
BLHR-EN043,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN043SE,486
OP11-EN022,OTS TOURNAMENT PACK 11,2019-08-15,OP11-EN022C,487
PTDN-EN075,PHANTOM DARKNESS,2008-02-13,PTDN-EN075C,488
ALIN-EN051,ALLIANCE INSIGHT,2025-05-02,ALIN-EN051SE,489
SBC1-ENB08,SPEED DUEL: STREETS OF BATTLE CITY,2023-08-25,SBC1-ENB08C,490
SS02-ENB05,SPEED DUEL STARTER DECK: DUELISTS OF TOMORROW,2019-01-25,SS02-ENB05C,491
LDK2-ENJ08,LEGENDARY DECKS II,2016-10-07,LDK2-ENJ08C,492
LCJW-EN012,LEGENDARY COLLECTION 4 JOEY'S WORLD MEGA PACK,2013-10-11,LCJW-EN012C,493
TU08-EN006,TURBO PACK BOOSTER EIGHT,2012-06-01,TU08-EN006R,494
WCPP-EN007,WORLD CHAMPIONSHIP 2010 CARD PACK,2010-08-14,WCPP-EN007R,495
SBC1-ENB23,SPEED DUEL: STREETS OF BATTLE CITY,2023-08-25,SBC1-ENB23C,496
SS02-ENB22,SPEED DUEL STARTER DECK: DUELISTS OF TOMORROW,2019-01-25,SS02-ENB22C,497
LDK2-ENJ43,LEGENDARY DECKS II,2016-10-07,LDK2-ENJ43C,498
LCJW-EN056,LEGENDARY COLLECTION 4 JOEY'S WORLD MEGA PACK,2013-10-11,LCJW-EN056C,499
TU08-EN008,TURBO PACK BOOSTER EIGHT,2012-06-01,TU08-EN008R,500
WCPP-EN019,WORLD CHAMPIONSHIP 2010 CARD PACK,2010-08-14,WCPP-EN019R,501
MZTM-EN060,MAZE OF THE MASTER,2025-03-14,MZTM-EN060R,502
CRBR-EN028,CROSSOVER BREAKERS,2024-12-06,CRBR-EN028R,503
RA03-EN055,QUARTER CENTURY BONANZA,2024-11-07,RA03-EN055SR,504
SBC1-ENF12,SPEED DUEL: STREETS OF BATTLE CITY,2023-08-25,SBC1-ENF12C,505
WISU-EN054,WILD SURVIVORS,2023-06-02,WISU-EN054R,506
SGX3-ENI30,SPEED DUEL GX: DUELISTS OF SHADOWS,2023-03-31,SGX3-ENI30C,507
STP3-EN005,SPEED DUEL TOURNAMENT PACK 3,2022-03-10,STP3-EN005UR,508
BROL-EN088,BROTHERS OF LEGEND,2021-12-03,BROL-EN088UR,509
SS05-ENA26,SPEED DUEL STARTER DECKS: TWISTED NIGHTMARES,2020-05-15,SS05-ENA26C,510
SDSH-EN028,STRUCTURE DECK: SHADDOLL SHOWDOWN,2020-02-14,SDSH-EN028C,511
DASA-EN054,DARK SAVIORS,2018-05-25,DASA-EN054SR,512
SR06-EN024,STRUCTURE DECK : LAIR OF DARKNESS,2018-04-20,SR06-EN024C,513
SDPD-EN029,PENDULUM DOMINATION STRUCTURE DECK,2017-01-20,SDPD-EN029C,514
DESO-EN044,DESTINY SOLDIERS,2016-11-18,DESO-EN044SR,515
OP01-EN025,OTS TOURNAMENT PACK 1,2016-03-18,OP01-EN025C,516
SDGU-EN027,GATES OF THE UNDERWORLD STRUCTURE DECK,2011-10-18,SDGU-EN027C,517
SDMA-EN028,STRUCTURE DECK - MARIK -,2010-10-19,SDMA-EN028C,518
RGBT-ENSE2,RAGING BATTLE SPECIAL EDITION,2009-06-23,RGBT-ENSE2SR,519
PTDN-EN084,PHANTOM DARKNESS,2008-02-13,PTDN-EN084UR,520
MZTM-EN059,MAZE OF THE MASTER,2025-03-14,MZTM-EN059SR,521
MZTM-EN063,MAZE OF THE MASTER,2025-03-14,MZTM-EN063R,522
CDIP-EN006,CYBERDARK IMPACT,2006-11-15,CDIP-EN006C,523
MZTM-EN064,MAZE OF THE MASTER,2025-03-14,MZTM-EN064R,524
CDIP-EN007,CYBERDARK IMPACT,2006-11-15,CDIP-EN007R,525
MZTM-EN065,MAZE OF THE MASTER,2025-03-14,MZTM-EN065R,526
CDIP-EN008,CYBERDARK IMPACT,2006-11-15,CDIP-EN008UR,527
LDS2-EN085,LEGENDARY DUELISTS: SEASON 2,2021-01-22,LDS2-EN085C,528
LART-EN028,The Lost Art Promotion,2020-01-01,LART-EN028UR,529
LED4-EN003,LEGENDARY DUELISTS: SISTERS OF THE ROSE,2019-01-11,LED4-EN003UR,530
MP22-EN145,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN145UR,531
DAMA-EN038,DAWN OF MAJESTY,2021-08-13,DAMA-EN038C,532
HAC1-EN077,HIDDEN ARSENAL CHAPTER 1,2022-03-11,HAC1-EN077C,533
HA02-EN017,HIDDEN ARSENAL 2,2010-07-20,HA02-EN017SR,534
RA03-EN222,QUARTER CENTURY BONANZA,2024-11-07,RA03-EN222PS,535
HAC1-EN090,HIDDEN ARSENAL CHAPTER 1,2022-03-11,HAC1-EN090C,536
DUDE-EN007,Duel Devastator,2019-10-11,DUDE-EN007UR,537
CT10-EN006,COLLECTIBLE TIN 2013 WAVE 1,2013-08-30,CT10-EN006SR,538
TU07-EN000,TURBO PACK BOOSTER SEVEN,2012-01-01,TU07-EN000UL,539
HA01-EN026,HIDDEN ARSENAL,2009-11-10,HA01-EN026SE,540
STAS-EN008,2-PLAYER STARTER SET,2024-01-26,STAS-EN008C,541
HAC1-EN076,HIDDEN ARSENAL CHAPTER 1,2022-03-11,HAC1-EN076C,542
SBCB-EN169,Speed Duel: Battle City Box,2020-11-26,SBCB-EN169C,543
HA01-EN014,HIDDEN ARSENAL,2009-11-10,HA01-EN014SR,544
STP2-EN011,SPEED DUEL TOURNAMENT PACK 02,2019-10-11,STP2-EN011SR,545
SBSC-EN036,SPEED DUEL: SCARS OF BATTLE,2019-08-02,SBSC-EN036C,546
TSHD-EN037,THE SHINING DARKNESS,2010-05-11,TSHD-EN037R,547
HAC1-EN084,HIDDEN ARSENAL CHAPTER 1,2022-03-11,HAC1-EN084C,548
HA02-EN022,HIDDEN ARSENAL 2,2010-07-20,HA02-EN022SE,549
MP25-EN278,2025 MEGA-PACK TIN,2025-09-05,MP25-EN278UR,550
HAC1-EN089,HIDDEN ARSENAL CHAPTER 1,2022-03-11,HAC1-EN089C,551
OP03-EN006,OTS TOURNAMENT PACK 3,2016-11-18,OP03-EN006SR,552
HA03-EN052,HIDDEN ARSENAL 3,2010-12-07,HA03-EN052SR,553
DREV-EN092,DUELIST REVOLUTION,2010-08-17,DREV-EN092SE,554
HA03-EN060,HIDDEN ARSENAL 3,2010-12-07,HA03-EN060SE,555
HAC1-EN082,HIDDEN ARSENAL CHAPTER 1,2022-03-11,HAC1-EN082C,556
HA02-EN020,HIDDEN ARSENAL 2,2010-07-20,HA02-EN020SR,557
HAC1-EN091,HIDDEN ARSENAL CHAPTER 1,2022-03-11,HAC1-EN091C,558
HA02-EN030,HIDDEN ARSENAL 2,2010-07-20,HA02-EN030SE,559
HAC1-EN078,HIDDEN ARSENAL CHAPTER 1,2022-03-11,HAC1-EN078C,560
HA01-EN015,HIDDEN ARSENAL,2009-11-10,HA01-EN015SR,561
TSHD-EN096,THE SHINING DARKNESS,2010-05-11,TSHD-EN096SR,562
HAC1-EN080,HIDDEN ARSENAL CHAPTER 1,2022-03-11,HAC1-EN080C,563
HA02-EN018,HIDDEN ARSENAL 2,2010-07-20,HA02-EN018SR,564
HAC1-EN087,HIDDEN ARSENAL CHAPTER 1,2022-03-11,HAC1-EN087C,565
HA03-EN050,HIDDEN ARSENAL 3,2010-12-07,HA03-EN050SE,566
HAC1-EN088,HIDDEN ARSENAL CHAPTER 1,2022-03-11,HAC1-EN088C,567
HA03-EN051,HIDDEN ARSENAL 3,2010-12-07,HA03-EN051SR,568
HAC1-EN085,HIDDEN ARSENAL CHAPTER 1,2022-03-11,HAC1-EN085C,569
HA02-EN050,HIDDEN ARSENAL 2,2010-07-20,HA02-EN050SR,570
HAC1-EN079,HIDDEN ARSENAL CHAPTER 1,2022-03-11,HAC1-EN079C,571
HA01-EN016,HIDDEN ARSENAL,2009-11-10,HA01-EN016SR,572
HAC1-EN081,HIDDEN ARSENAL CHAPTER 1,2022-03-11,HAC1-EN081C,573
HA02-EN019,HIDDEN ARSENAL 2,2010-07-20,HA02-EN019SR,574
STBL-EN093,STARSTRIKE BLAST,2010-11-16,STBL-EN093C,575
HAC1-EN083,HIDDEN ARSENAL CHAPTER 1,2022-03-11,HAC1-EN083C,576
HA02-EN021,HIDDEN ARSENAL 2,2010-07-20,HA02-EN021SR,577
STBL-EN094,STARSTRIKE BLAST,2010-11-16,STBL-EN094C,578
HAC1-EN086,HIDDEN ARSENAL CHAPTER 1,2022-03-11,HAC1-EN086C,579
HA02-EN051,HIDDEN ARSENAL 2,2010-07-20,HA02-EN051SR,580
STBL-EN092,STARSTRIKE BLAST,2010-11-16,STBL-EN092R,581
CRBR-EN026,CROSSOVER BREAKERS,2024-12-06,CRBR-EN026R,582
MP20-EN015,2020 TIN OF LOST MEMORIES,2020-08-28,MP20-EN015R,583
OP11-EN009,OTS TOURNAMENT PACK 11,2019-08-15,OP11-EN009SR,584
SAST-EN030,SAVAGE STRIKE,2019-02-01,SAST-EN030C,585
MP14-EN244,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN244C,586
LVAL-EN095,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN095C,587
MP24-EN256,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN256UR,588
AGOV-EN100,AGE OF OVERLORD,2023-10-20,AGOV-EN100C,589
SDMY-EN001,STRUCTURE DECK : YUGI MUTO,2016-10-21,SDMY-EN001SR,590
SBCB-EN023,Speed Duel: Battle City Box,2020-11-26,SBCB-EN023C,591
SDMY-EN007,STRUCTURE DECK : YUGI MUTO,2016-10-21,SDMY-EN007C,592
YGLD-ENB11,YUGI'S LEGENDARY DECKS,2015-11-13,YGLD-ENB11C,593
LCYW-EN012,LEGENDARY COLLECTION 3 YUGI'S WORLD MEGA PACK,2012-10-02,LCYW-EN012C,594
RP02-EN089,RETRO PACK 2,2009-07-28,RP02-EN089R,595
DOR-001,Yu-Gi-Oh! THE DUELISTS OF THE ROSES Bundles,2003-02-16,DOR-001SE,596
SR14-EN022,STRUCTURE DECK: FIRE KINGS,2023-12-08,SR14-EN022C,597
RA01-EN022,25TH ANNIVERSARY RARITY COLLECTION,2023-11-03,RA01-EN022SR,598
MP21-EN179,2021 TIN OF ANCIENT BATTLES,2021-10-01,MP21-EN179UR,599
PHRA-EN023,PHANTOM RAGE,2020-11-06,PHRA-EN023SE,600
MAZE-EN052,MAZE OF MEMORIES,2023-03-10,MAZE-EN052SR,601
MP14-EN221,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN221UR,602
LVAL-EN052,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN052UR,603
DCR-EN095,DARK CRISIS (LC01 25th Anniversary Edition),2023-04-21,DCR-EN095C,604
DR1-EN257,DARK REVELATION Volume 1,2005-03-19,DR1-EN257C,605
DCR-095,DARK CRISIS,2003-12-01,DCR-095C,606
DUNE-EN047,DUELIST NEXUS,2023-07-28,DUNE-EN047UR,607
MP18-EN150,2018 MEGA-TINS MEGA PACK,2018-08-31,MP18-EN150R,608
SP18-EN047,STAR PACK: VRAINS,2018-03-30,SP18-EN047C,609
CIBR-EN070,CIRCUIT BREAK,2017-10-20,CIBR-EN070R,610
DANE-EN033,DARK NEOSTORM,2019-05-03,DANE-EN033C,611
MP19-EN047,2019 GOLD SARCOPHAGUS TIN MEGA PACK,2019-08-30,MP19-EN047C,612
FLOD-EN070,FLAMES OF DESTRUCTION,2018-05-04,FLOD-EN070C,613
GFP2-EN027,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN027UR,614
DANE-EN005,DARK NEOSTORM,2019-05-03,DANE-EN005C,615
BROL-EN047,BROTHERS OF LEGEND,2021-12-03,BROL-EN047SE,616
DANE-EN068,DARK NEOSTORM,2019-05-03,DANE-EN068C,617
MZMI-EN066,MAZE OF MILLENNIA,2024-01-19,MZMI-EN066R,618
MP18-EN200,2018 MEGA-TINS MEGA PACK,2018-08-31,MP18-EN200SR,619
