card_id,card_set_id,name,description,rarity,price,volatility_id,type_id,sub_type,attribute_id,rank,attack,defense
116,94,A Wingbeat of Giant Dragon,"Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.",C Common,0.12,3,1,NONE,1,NONE,0.0,0.0
117,94,A Wingbeat of Giant Dragon,"Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.",C Common,0.1,3,1,NONE,1,NONE,0.0,0.0
118,95,A Wingbeat of Giant Dragon,"Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.",C Common,0.12,3,1,NONE,1,NONE,0.0,0.0
119,96,A Wingbeat of Giant Dragon,"Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.",C Common,0.48,3,1,NONE,1,NONE,0.0,0.0
120,97,A Wingbeat of Giant Dragon,"Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.",C Common,0.42,3,1,NONE,1,NONE,0.0,0.0
121,98,A Wingbeat of Giant Dragon,"Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.",C Common,0.42,3,1,NONE,1,NONE,0.0,0.0
122,99,A-Assault Core,"Once per turn, you can either: Target 1 LIGHT Machine monster you control; equip this card to that target, OR: Unequip this card and Special Summon it. A monster equipped with this card is unaffected by your opponent's monster effects (except its own), also if the equipped monster would be destroyed by battle or card effect, destroy this card instead. If this card is sent from the field to the GY: You can add 1 other Union monster from your GY to your hand.",SE Secret Rare,1.22,1,2,[Machine／Union／Effect],6,Level 4,1900.0,200.0
123,100,A-Team: Trap Disposal Unit,"This effect can be used during either player's turn. When your opponent activates a Trap Card, Tribute this face-up card to negate the activation of the Trap Card and destroy it.",R Rare,2.99,3,2,[Machine／Effect],7,Level 2,300.0,400.0
124,101,A-Team: Trap Disposal Unit,"This effect can be used during either player's turn. When your opponent activates a Trap Card, Tribute this face-up card to negate the activation of the Trap Card and destroy it.",R Rare,0.24,3,2,[Machine／Effect],7,Level 2,300.0,400.0
125,101,A-Team: Trap Disposal Unit,"This effect can be used during either player's turn. When your opponent activates a Trap Card, Tribute this face-up card to negate the activation of the Trap Card and destroy it.",UL Ultimate Rare,9.06,3,2,[Machine／Effect],7,Level 2,300.0,400.0
126,102,A-to-Z Energy Load,"When your opponent activates a card or effect: Draw cards equal to the number of Level 8 or higher LIGHT Machine Fusion Monsters you control. During your Standby Phase: You can banish this card from your GY; shuffle up to 6 of your banished LIGHT Machine monsters into the Deck, including a Union monster. You can only use each effect of A-to-Z Energy Load once per turn.",R Rare,0.11,1,3,NONE,1,NONE,0.0,0.0
127,102,A-to-Z Energy Load,"When your opponent activates a card or effect: Draw cards equal to the number of Level 8 or higher LIGHT Machine Fusion Monsters you control. During your Standby Phase: You can banish this card from your GY; shuffle up to 6 of your banished LIGHT Machine monsters into the Deck, including a Union monster. You can only use each effect of A-to-Z Energy Load once per turn.",CR COLLECTOR'S RARE,1.95,5,3,NONE,1,NONE,0.0,0.0
128,103,A.I. Challenge You,"Monsters your opponent controls lose 100 ATK for each card you control. If your @Ignister monster battles, your opponent cannot activate cards or effects until the end of the Damage Step. When your @Ignister monster is destroyed by battle: You can target 1 other Cyberse monster with 2300 ATK in your GY; Special Summon it. You can only use this effect of A.I. Challenge You once per turn.",C Common,0.11,5,3,Continuous,1,NONE,0.0,0.0
129,104,A.I. Connect,"Reveal 1 Cyberse monster in your hand; apply this effect based on its Attribute, also you cannot Special Summon for the rest of this turn after this card resolves, except Cyberse monsters.●DARK: Special Summon the revealed monster, and if you do, add 1 Level 4 or lower non-DARK Cyberse monster from your Deck to your hand.●Other: Shuffle the revealed monster into the Deck, and if you do, add 1 @Ignister monster with a different Attribute from your Deck to your hand.You can only activate 1 A.I. Connect per turn.",SR Super Rare,0.09,5,1,NONE,1,NONE,0.0,0.0
130,105,A.I. Contact,"If Ignister A.I.Land is in your Field Zone: Reveal 1 Ignister A.I.Land in your hand; place it on the bottom of the Deck, and if you do, draw 3 cards. You can only activate 1 A.I. Contact per turn.",UR Ultra Rare,0.11,5,1,NONE,1,NONE,0.0,0.0
131,106,A.I. Contact,"If Ignister A.I.Land is in your Field Zone: Reveal 1 Ignister A.I.Land in your hand; place it on the bottom of the Deck, and if you do, draw 3 cards. You can only activate 1 A.I. Contact per turn.",SR Super Rare,0.16,5,1,NONE,1,NONE,0.0,0.0
132,107,A.I. Love Fusion,"Fusion Summon 1 Cyberse Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. If you use your @Ignister monster as Fusion Material, you can also use 1 Link Monster your opponent controls as material. You can only activate 1 A.I. Love Fusion per turn.",C Common,0.1,5,1,NONE,1,NONE,0.0,0.0
133,108,A.I. Love Fusion,"Fusion Summon 1 Cyberse Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. If you use your @Ignister monster as Fusion Material, you can also use 1 Link Monster your opponent controls as material. You can only activate 1 A.I. Love Fusion per turn.",R Rare,0.19,3,1,NONE,1,NONE,0.0,0.0
134,109,A.I. Meet You,"Reveal 1 Cyberse monster with 2300 ATK in your hand or Extra Deck, and add 1 @Ignister monster with the same Attribute from your Deck to your hand. During the End Phase of this turn, take 2300 damage if you did not Special Summon the revealed monster, or a monster with the same name, after you resolved this effect. You cannot activate monster effects for the rest of this turn after this card resolves, except Cyberse monsters. You can only activate 1 A.I. Meet You per turn.",UR Ultra Rare,0.39,1,1,NONE,1,NONE,0.0,0.0
135,110,A.I. Meet You,"Reveal 1 Cyberse monster with 2300 ATK in your hand or Extra Deck, and add 1 @Ignister monster with the same Attribute from your Deck to your hand. During the End Phase of this turn, take 2300 damage if you did not Special Summon the revealed monster, or a monster with the same name, after you resolved this effect. You cannot activate monster effects for the rest of this turn after this card resolves, except Cyberse monsters. You can only activate 1 A.I. Meet You per turn.",C Common,0.19,5,1,NONE,1,NONE,0.0,0.0
136,111,A.I. Shadow,"Activate this card by targeting 1 @Ignister monster you control. That monster gains 800 ATK, also all monsters your opponent controls must attack that monster you control, if able. If this face-up card in its owner's Spell & Trap Zone has left the field because of an opponent's effect, and is now in the GY or banished: Draw 1 card. You can only use this effect of A.I. Shadow once per turn.",C Common,0.08,1,3,Continuous,1,NONE,0.0,0.0
137,112,A.I. Shadow,"Activate this card by targeting 1 @Ignister monster you control. That monster gains 800 ATK, also all monsters your opponent controls must attack that monster you control, if able. If this face-up card in its owner's Spell & Trap Zone has left the field because of an opponent's effect, and is now in the GY or banished: Draw 1 card. You can only use this effect of A.I. Shadow once per turn.",C Common,0.06,3,3,Continuous,1,NONE,0.0,0.0
138,113,A.I.'s Ritual,"This card can be used to Ritual Summon any Cyberse Ritual Monster. You must also Tribute @Ignister monsters from your hand or field whose total Levels equal or exceed the Level of the Ritual Monster you Ritual Summon. If you control an @Ignister monster when this effect is activated, you can also use @Ignister monster(s) in your GY, by banishing them.",C Common,0.06,1,1,Ritual,1,NONE,0.0,0.0
139,114,A.I.'s Ritual,"This card can be used to Ritual Summon any Cyberse Ritual Monster. You must also Tribute @Ignister monsters from your hand or field whose total Levels equal or exceed the Level of the Ritual Monster you Ritual Summon. If you control an @Ignister monster when this effect is activated, you can also use @Ignister monster(s) in your GY, by banishing them.",C Common,0.09,3,1,Ritual,1,NONE,0.0,0.0
140,115,A.I.'s Show,"While you control a Link-3 or higher @Ignister monster in the Extra Monster Zone, when an opponent's monster declares an attack: Special Summon from your Extra Deck any number of non-Link Cyberse monster(s) with 2300 ATK, whose combined ATK is less than or equal to the attacking monster's ATK, then end the Battle Phase.",UR Ultra Rare,0.12,5,3,NONE,1,NONE,0.0,0.0
141,116,A.I.dle Reborn,"Target 1 @Ignister monster in your GY; Special Summon it, also you cannot Special Summon monsters for the rest of this turn after this card resolves, except Cyberse monsters. When an attack is declared involving 2 monsters: You can banish this card from your GY and 1 card from your hand, then target 1 of your A.I. Spells/Traps that is banished or in your GY, except A.I.dle Reborn; add that card to your hand. You can only use each effect of A.I.dle Reborn once per turn.",C Common,0.14,5,1,Quick-Play,1,NONE,0.0,0.0
142,117,A.I.dle Reborn,"Target 1 @Ignister monster in your GY; Special Summon it, also you cannot Special Summon monsters for the rest of this turn after this card resolves, except Cyberse monsters. When an attack is declared involving 2 monsters: You can banish this card from your GY and 1 card from your hand, then target 1 of your A.I. Spells/Traps that is banished or in your GY, except A.I.dle Reborn; add that card to your hand. You can only use each effect of A.I.dle Reborn once per turn.",R Rare,0.27,1,1,Quick-Play,1,NONE,0.0,0.0
143,118,A.I.Q,"Activate only if you control an @Ignister monster. Once per turn, during your Standby Phase, Tribute 1 Link Monster, or destroy this card. Each player can only Link Summon a monster once per turn while this card is face-up on the field.",C Common,0.11,1,3,Continuous,1,NONE,0.0,0.0
144,119,A.I.Q,"Activate only if you control an @Ignister monster. Once per turn, during your Standby Phase, Tribute 1 Link Monster, or destroy this card. Each player can only Link Summon a monster once per turn while this card is face-up on the field.",C Common,0.09,5,3,Continuous,1,NONE,0.0,0.0
145,120,A/D Changer,"You can banish this card from your Graveyard, then target 1 monster on the field; change its battle position.",C Common,0.66,3,2,[Warrior／Effect],6,Level 1,100.0,100.0
146,121,A/D Changer,"You can banish this card from your Graveyard, then target 1 monster on the field; change its battle position.",C Common,0.27,3,2,[Warrior／Effect],6,Level 1,100.0,100.0
147,122,A/D Changer,"You can banish this card from your Graveyard, then target 1 monster on the field; change its battle position.",C Common,0.19,3,2,[Warrior／Effect],6,Level 1,100.0,100.0
148,123,Abaki,"When this card is destroyed and sent to the Graveyard by battle, both players take 500 damage.",C Common,0.0,4,2,[Fiend／Effect],7,Level 4,1700.0,1100.0
149,124,Abaki,"When this card is destroyed and sent to the Graveyard by battle, both players take 500 damage.",C Common,0.12,3,2,[Fiend／Effect],7,Level 4,1700.0,1100.0
150,125,Abare Ushioni,"Once per turn, you can toss a coin and call it. If you call it right, inflict 1000 damage to your opponent. If you call it wrong, you take 1000 damage.",C Common,0.4,3,2,[Beast-Warrior／Effect],2,Level 4,1200.0,1200.0
151,126,Abare Ushioni,"Once per turn, you can toss a coin and call it. If you call it right, inflict 1000 damage to your opponent. If you call it wrong, you take 1000 damage.",C Common,0.26,3,2,[Beast-Warrior／Effect],2,Level 4,1200.0,1200.0
152,127,ABC-Dragon Buster,"A-Assault Core + B-Buster Drake + C-Crush WyvernMust first be Special Summoned (from your Extra Deck) by banishing the above cards you control and/or from your GY. (You do not use Polymerization.) Once per turn (Quick Effect): You can discard 1 card, then target 1 card on the field; banish it. During your opponent's turn (Quick Effect): You can Tribute this card, then target 3 of your banished LIGHT Machine Union monsters with different names; Special Summon them.",PS Platinum Secret Rare,0.34,1,2,[Machine／Fusion／Effect],6,Level 8,3000.0,2800.0
153,127,ABC-Dragon Buster,"A-Assault Core + B-Buster Drake + C-Crush WyvernMust first be Special Summoned (from your Extra Deck) by banishing the above cards you control and/or from your GY. (You do not use Polymerization.) Once per turn (Quick Effect): You can discard 1 card, then target 1 card on the field; banish it. During your opponent's turn (Quick Effect): You can Tribute this card, then target 3 of your banished LIGHT Machine Union monsters with different names; Special Summon them.",QCSE Quarter Century Secret Rare,3.97,5,2,[Machine／Fusion／Effect],6,Level 8,3000.0,2800.0
154,128,ABC-Dragon Buster,"A-Assault Core + B-Buster Drake + C-Crush WyvernMust first be Special Summoned (from your Extra Deck) by banishing the above cards you control and/or from your GY. (You do not use Polymerization.) Once per turn (Quick Effect): You can discard 1 card, then target 1 card on the field; banish it. During your opponent's turn (Quick Effect): You can Tribute this card, then target 3 of your banished LIGHT Machine Union monsters with different names; Special Summon them.",SR Super Rare,0.47,5,2,[Machine／Fusion／Effect],6,Level 8,3000.0,2800.0
155,129,ABC-Dragon Buster,"A-Assault Core + B-Buster Drake + C-Crush WyvernMust first be Special Summoned (from your Extra Deck) by banishing the above cards you control and/or from your GY. (You do not use Polymerization.) Once per turn (Quick Effect): You can discard 1 card, then target 1 card on the field; banish it. During your opponent's turn (Quick Effect): You can Tribute this card, then target 3 of your banished LIGHT Machine Union monsters with different names; Special Summon them.",SE Secret Rare,3.3,5,2,[Machine／Fusion／Effect],6,Level 8,3000.0,2800.0
